1,-0.00264
2,-0.00379
3,0.01694
4,-0.00294
5,-0.00275
6,-0.00296
7,-0.00096
8,-0.00302
9,-0.00353
10,-0.00293
11,-0.00296
12,0.00036
13,-0.00300
14,-0.00234
15,-0.00310
16,-0.00257
17,-0.00318
18,-0.00277
19,-0.00300
20,-0.00271
21,0.00055
22,-0.00292
23,-0.00317
24,-0.00162
25,-0.00185
26,-0.00307
27,-0.00298
28,-0.00316
29,-0.00351
30,-0.00320
31,-0.00419
32,-0.00153
33,-0.00091
34,0.00483
35,-0.00349
36,-0.00355
37,-0.00358
38,-0.00329
39,-0.00357
40,-0.00379
41,-0.00383
42,-0.00361
43,-0.00381
44,-0.00376
45,-0.00411
46,-0.00371
47,0.00149
48,-0.00332
49,-0.00358
50,-0.00321
51,-0.00593
52,-0.00182
53,-0.00392
54,-0.00242
55,-0.00352
56,-0.00432
57,-0.00396
58,-0.00417
59,-0.00408
60,-0.00409
61,-0.00401
62,0.00398
63,-0.00391
64,-0.00342
65,-0.00430
66,-0.00417
67,-0.00339
68,-0.00394
69,-0.00467
70,0.00976
71,0.00289
72,-0.00428
73,-0.00423
74,-0.00427
75,-0.00365
76,-0.00372
77,-0.00454
78,-0.00356
79,-0.00500
80,-0.00406
81,-0.00247
82,-0.00293
83,-0.01108
84,-0.00471
85,-0.00445
86,0.00072
87,-0.00309
88,-0.00423
89,-0.00440
90,-0.00352
91,-0.00469
92,-0.00251
93,-0.00426
94,-0.00489
95,-0.00468
96,-0.00470
97,-0.00486
98,-0.00479
99,0.00467
100,0.00610
101,-0.00366
102,-0.00482
103,-0.00490
104,-0.00347
105,-0.00351
106,-0.00504
107,-0.00618
108,-0.00512
109,-0.00497
110,-0.00506
111,-0.00511
112,-0.00504
113,-0.00484
114,-0.00504
115,-0.00163
116,-0.00512
117,-0.00570
118,-0.00476
119,-0.00615
120,-0.00573
121,0.00070
122,-0.00471
123,-0.00443
124,-0.00285
125,0.00018
126,-0.00378
127,-0.00488
128,-0.00374
129,-0.00174
130,-0.00470
131,-0.00508
132,-0.00538
133,-0.00537
134,-0.00613
135,-0.00487
136,-0.00008
137,-0.00563
138,-0.00501
139,-0.00391
140,-0.00815
141,-0.00467
142,0.02766
143,-0.00532
144,0.00685
145,0.00309
146,-0.00632
147,-0.00491
148,-0.00235
149,0.03374
150,0.01619
151,-0.00583
152,-0.00085
153,0.00116
154,-0.00643
155,0.00100
156,-0.00409
157,-0.00047
158,-0.00331
159,-0.00548
160,0.00790
161,-0.00158
162,0.03375
163,0.07199
164,0.00225
165,0.01961
166,-0.00491
167,-0.00438
168,-0.00458
169,-0.00021
170,0.00694
171,0.01884
172,0.01743
173,0.03103
174,0.02763
175,0.01237
176,-0.00593
177,0.01954
178,0.01512
179,0.02517
180,0.00359
181,0.00325
182,0.01937
183,0.00040
184,0.00322
185,-0.00258
186,-0.00714
187,-0.00621
188,-0.00535
189,-0.00620
190,-0.00558
191,-0.00633
192,-0.01055
193,-0.00495
194,0.00364
195,-0.00534
196,-0.00084
197,0.00115
198,0.02166
199,-0.00327
200,-0.00198
201,-0.00391
202,0.01070
203,-0.00486
204,-0.00577
205,0.00433
206,-0.00604
207,-0.00458
208,-0.00564
209,-0.00511
210,-0.00530
211,-0.00395
212,-0.00383
213,-0.00683
214,-0.00598
215,-0.00769
216,-0.00718
217,-0.00720
218,-0.00806
219,0.00237
220,-0.00912
221,-0.00618
222,-0.00561
223,-0.00055
224,-0.00612
225,-0.00181
226,-0.00529
227,-0.00849
228,-0.00798
229,-0.00288
230,0.00047
231,0.01156
232,0.01262
233,0.01619
234,-0.00480
235,-0.00472
236,-0.00011
237,-0.00806
238,-0.00367
239,-0.01438
240,-0.00472
241,-0.00793
242,-0.00693
243,-0.00678
244,-0.00644
245,0.01085
246,-0.00532
247,-0.00385
248,-0.00480
249,-0.00301
250,-0.00512
251,-0.00258
252,-0.00315
253,0.06940
254,-0.00455
255,-0.00423
256,0.00563
257,-0.00514
258,-0.00580
259,-0.00062
260,-0.00215
261,-0.00454
262,-0.00980
263,0.01161
264,-0.00230
265,0.05348
266,-0.00118
267,-0.00391
268,-0.00630
269,-0.00918
270,0.01816
271,-0.00715
272,-0.00481
273,-0.00116
274,0.00415
275,-0.00004
276,-0.00327
277,-0.00137
278,0.00652
279,-0.00335
280,0.00186
281,-0.00457
282,-0.00161
283,-0.00515
284,-0.00338
285,-0.00389
286,0.01748
287,0.02111
288,0.02306
289,0.03375
290,-0.00158
291,0.00880
292,-0.00291
293,-0.00799
294,-0.00462
295,-0.00369
296,-0.00077
297,-0.00292
298,-0.00453
299,-0.00451
300,-0.00391
301,-0.00065
302,-0.00358
303,-0.00321
304,-0.00289
305,-0.00380
306,-0.00340
307,-0.00294
308,-0.00282
309,-0.00551
310,0.00250
311,-0.00129
312,0.00028
313,-0.00321
314,-0.00332
315,-0.00266
316,-0.00310
317,-0.00283
318,-0.00318
319,0.00121
320,0.00046
321,0.00056
322,-0.00374
323,-0.00258
324,-0.00300
325,-0.00280
326,-0.00234
327,-0.00322
328,-0.00298
329,-0.00398
330,-0.00291
331,-0.00416
332,-0.00290
333,-0.00287
334,-0.00252
335,-0.00205
336,-0.00261
337,-0.00293
338,-0.00274
339,0.00030
340,0.00051
341,-0.00317
342,-0.00292
343,-0.00290
344,-0.00306
345,0.00099
346,-0.00344
347,-0.00297
348,-0.00419
349,-0.00359
350,-0.00293
351,-0.00280
352,-0.00221
353,-0.00303
354,-0.00294
355,-0.00263
356,-0.00262
357,-0.00259
358,-0.00288
359,-0.00278
360,-0.00271
361,0.00058
362,-0.00143
363,-0.00307
364,-0.00320
365,-0.00276
366,-0.00291
367,-0.00264
368,-0.00379
369,-0.00287
370,-0.00294
371,-0.00275
372,-0.00296
373,-0.00350
374,-0.00302
375,0.00206
376,-0.00293
377,0.04505
378,0.00366
379,0.02519
380,0.03805
381,0.01366
382,0.00835
383,-0.00318
384,-0.00277
385,-0.00351
386,-0.00271
387,-0.00326
388,-0.00292
389,-0.00317
390,-0.00162
391,-0.00312
392,-0.00307
393,-0.00298
394,-0.00316
395,0.00360
396,0.01001
397,-0.00368
398,-0.00153
399,-0.00193
400,0.00153
401,-0.00349
402,-0.00228
403,-0.00358
404,-0.00329
405,0.00786
406,-0.00379
407,-0.00383
408,-0.00361
409,-0.00381
410,-0.00376
